Subj,Age,Attrition,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,MonthlyIncome,DailyRate,HourlyRate,MonthlyRate,DistanceFromHome,PerformanceRating,Education,JobInvolvement,JobLevel,StockOptionLevel,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction
545,47,No,Travel_Frequently,Sales,Medical,Female,Sales Executive,Divorced,Yes,13770,217,49,10225,3,3,3,3,4,2,9,12,28,2,2,22,2,11,13,4,3,4
546,30,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,5304,501,99,25275,27,4,5,3,2,1,7,23,10,2,2,8,7,7,7,3,4,4
547,29,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single,No,2642,1396,99,2755,10,3,3,3,1,0,1,11,1,6,3,1,0,0,0,3,3,3
549,43,No,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,No,6804,775,47,23683,15,3,3,2,2,1,3,18,7,5,3,2,2,2,2,4,4,3
550,34,No,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,No,6142,970,96,7360,8,3,2,3,2,0,3,11,10,2,3,5,1,4,3,2,3,4
551,23,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,2500,650,37,4344,9,3,1,3,1,1,1,14,5,2,4,4,3,0,2,2,1,4
552,39,No,Travel_Rarely,Human Resources,Human Resources,Female,Human Resources,Married,No,6389,141,44,18767,3,3,3,4,2,1,9,15,12,3,1,8,3,3,6,3,2,3
553,56,No,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,No,11103,832,81,20420,9,3,3,3,4,0,7,11,30,1,2,10,7,1,1,3,4,3
554,40,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,Yes,2342,804,86,22929,2,4,1,2,1,0,0,20,5,2,2,4,2,2,3,4,4,4
555,27,No,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,No,6811,975,55,23398,7,3,3,2,2,0,8,19,9,2,1,7,6,0,7,4,1,1
556,29,No,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Divorced,No,2297,1090,83,17967,10,3,3,3,1,2,1,14,2,2,3,2,2,2,2,4,2,4
557,53,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,2450,346,86,10919,6,3,3,3,2,0,2,17,19,4,3,2,2,2,2,4,4,4
558,35,No,Non-Travel,Research & Development,Life Sciences,Female,Healthcare Representative,Divorced,No,5093,1225,61,4761,2,3,4,3,2,1,2,11,16,2,4,1,0,0,0,4,1,1
559,32,No,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,5309,430,80,21146,24,3,4,3,2,2,1,15,10,2,3,10,8,4,7,1,4,4
560,38,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Yes,3057,268,92,20471,2,3,5,3,1,1,6,13,6,0,1,1,0,0,1,4,3,2
561,34,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,No,5121,167,32,4187,8,3,5,3,2,1,3,14,7,3,3,0,0,0,0,2,1,3
562,52,No,Travel_Rarely,Sales,Marketing,Male,Manager,Married,No,16856,621,31,10084,3,3,4,2,4,0,1,11,34,3,4,34,6,1,16,3,1,1
564,25,No,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,No,6180,883,32,22807,26,4,1,3,2,0,1,23,6,5,2,6,5,1,4,3,4,2
565,45,No,Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,Single,No,6632,954,46,12388,2,3,2,1,2,0,0,13,9,3,3,8,7,3,1,2,3,1
566,23,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,3505,310,79,19630,10,3,1,4,1,0,1,18,2,3,3,2,2,0,2,1,3,4
568,34,No,Travel_Rarely,Sales,Other,Male,Sales Executive,Single,No,6274,304,60,18686,2,4,3,3,2,0,1,22,6,5,3,6,5,1,4,4,4,3
570,36,No,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Single,No,7587,1434,76,14229,8,3,4,2,3,0,1,15,10,1,3,10,7,0,9,1,1,2
571,52,No,Non-Travel,Research & Development,Medical,Male,Research Scientist,Married,No,4258,715,41,26589,19,3,4,3,1,1,0,18,5,3,3,4,3,1,2,4,4,1
572,26,No,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,No,4364,575,71,5288,1,3,2,1,1,1,3,14,5,2,3,2,2,2,0,1,4,1
573,29,No,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,No,4335,657,66,25549,27,3,3,3,2,1,4,12,11,3,2,8,7,1,1,2,3,1
575,34,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,3280,182,72,13551,1,3,4,4,1,0,2,16,10,2,3,4,2,1,3,2,4,3
576,54,No,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,Yes,5485,376,95,22670,19,3,4,3,2,2,9,11,9,4,3,5,3,1,4,4,1,2
577,27,No,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Married,No,4342,829,84,24008,8,3,1,3,2,1,0,19,5,3,3,4,2,1,1,3,4,2
578,37,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,Yes,2782,571,82,19905,10,3,1,3,1,2,0,13,6,3,2,5,3,4,3,4,1,2
579,38,No,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Single,Yes,5980,240,75,26085,2,3,4,4,2,0,6,12,17,2,3,15,7,4,12,1,1,4
580,34,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,No,4381,121,86,7530,2,3,4,2,1,0,1,11,6,3,3,6,5,1,3,3,1,3
581,35,No,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Married,No,2572,384,72,20317,8,3,4,3,1,1,1,16,3,1,2,3,2,0,2,1,4,2
582,30,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,3833,921,38,24375,1,4,3,1,1,2,3,21,7,2,3,2,2,0,2,4,3,3
583,40,No,Travel_Frequently,Research & Development,Medical,Female,Healthcare Representative,Married,No,4244,791,38,9931,2,4,2,4,2,1,1,24,8,2,3,8,7,3,7,3,2,4
584,34,No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,6500,1111,93,13305,8,3,2,3,2,1,5,17,6,1,3,3,2,1,2,3,1,2
585,42,No,Travel_Frequently,Research & Development,Life Sciences,Male,Manager,Divorced,No,18430,570,66,16225,8,3,3,3,5,1,1,13,24,4,2,24,7,14,9,2,4,2
587,24,No,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,2694,1092,60,26551,9,3,3,2,1,3,1,11,1,4,3,1,0,0,0,3,2,3
588,52,No,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,No,3149,1325,82,21821,11,4,4,3,2,1,8,20,9,3,3,5,2,1,4,4,3,2
589,50,No,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,No,17639,691,64,6881,2,3,3,3,4,0,5,16,30,3,3,4,3,0,3,3,3,4
591,33,No,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,No,11691,213,49,25995,7,3,3,3,3,0,0,11,14,3,4,13,9,3,7,3,3,4
593,47,No,Travel_Rarely,Research & Development,Other,Female,Manager,Married,Yes,16752,202,33,12982,2,3,2,3,4,1,1,11,26,3,2,26,14,3,0,3,4,3
594,36,No,Travel_Rarely,Research & Development,Other,Female,Manufacturing Director,Married,No,5228,676,35,23361,1,3,3,3,2,1,0,15,10,2,3,9,7,0,5,3,2,1
595,29,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,2700,1252,81,23779,23,4,2,4,1,1,1,24,10,3,3,10,7,0,7,3,3,3
597,35,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,2506,1258,40,13301,1,3,4,4,1,0,3,13,7,0,3,2,2,2,2,4,3,3
598,42,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Yes,6062,932,43,4051,1,3,2,2,2,1,9,13,8,4,3,4,3,0,2,4,4,4
600,36,No,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,No,2143,1041,36,25527,13,3,3,3,1,1,4,13,8,2,3,5,2,0,4,3,2,2
601,32,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,6162,859,98,19124,4,3,3,2,2,1,1,12,14,3,3,14,13,6,8,3,3,3
602,40,No,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Single,No,5094,720,51,11983,16,3,4,2,2,0,6,14,10,6,3,1,0,0,0,1,3,4
603,30,No,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,Yes,6877,946,52,20234,2,4,3,2,2,0,5,24,12,4,2,0,0,0,0,3,4,2
604,45,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,2274,252,95,6153,2,3,3,2,1,0,1,14,1,3,3,1,0,0,0,2,3,4
605,42,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,4434,933,98,11806,29,3,3,3,2,1,1,13,10,3,2,9,8,7,8,2,2,4
606,38,No,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,6288,471,45,4284,12,3,3,2,2,1,2,15,13,3,2,4,3,1,2,1,1,3
607,34,No,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,No,2553,702,100,8306,16,3,4,2,1,0,1,16,6,3,3,5,2,1,3,3,4,3
610,43,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,No,17159,589,94,5200,14,4,2,3,4,1,6,24,22,3,3,4,1,1,0,2,1,3
611,27,No,Travel_Rarely,Research & Development,Technical Degree,Male,Research Director,Divorced,Yes,12808,269,42,8842,5,3,1,2,3,1,1,16,9,3,3,9,8,0,8,3,4,2
612,35,No,Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,Single,No,10221,950,59,18869,7,4,3,3,3,0,3,21,17,3,4,8,5,1,6,3,3,2
613,28,No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,Yes,4779,760,81,3698,2,4,4,3,2,0,1,20,8,2,3,8,7,7,5,2,2,1
614,34,No,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,No,3737,829,88,2243,3,3,2,3,1,1,0,19,4,1,1,3,2,0,2,3,4,3
616,27,No,Non-Travel,Research & Development,Medical,Male,Research Scientist,Married,No,1706,443,50,16571,3,3,3,3,1,3,1,11,0,6,2,0,0,0,0,4,4,3
617,51,No,Travel_Rarely,Sales,Marketing,Female,Manager,Married,No,16307,1318,66,5594,26,3,4,3,4,1,2,14,29,2,2,20,6,4,17,1,3,3
618,44,No,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Single,No,5933,625,50,5197,4,3,3,3,2,0,9,12,10,2,2,5,2,2,3,4,2,4
619,25,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,3424,180,65,21632,2,3,1,4,1,0,7,13,6,3,2,4,3,0,1,1,1,3
620,33,No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,No,4037,586,48,21816,1,4,3,4,2,1,1,22,9,5,3,9,8,0,8,1,1,1
621,35,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,No,2559,1343,53,17852,27,3,1,2,1,0,1,11,6,3,2,6,5,1,1,3,1,4
622,36,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Yes,6201,928,56,2823,1,3,2,3,2,1,1,14,18,1,2,18,14,4,11,2,4,4
623,32,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,No,4403,117,73,9250,13,3,4,3,2,1,2,11,8,3,2,5,2,0,3,2,4,3
624,30,No,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,3761,1012,75,2373,5,3,4,2,1,1,9,12,10,3,2,5,4,0,3,2,4,2
625,53,No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,Yes,10934,661,78,20715,7,3,2,2,3,1,7,18,35,3,3,5,2,0,4,1,4,4
626,45,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,10761,930,74,19239,9,3,3,3,3,1,4,12,18,2,3,5,4,0,2,4,1,3
627,32,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,No,5175,638,91,22162,8,3,2,4,2,1,5,12,9,3,2,5,3,1,3,3,3,3
628,52,No,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Married,No,13826,890,81,19028,25,4,4,2,4,0,3,22,31,3,3,9,8,0,0,3,4,3
629,37,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,6334,342,66,24558,16,3,4,2,2,2,4,19,9,2,3,1,0,0,0,4,3,4
630,28,No,Travel_Rarely,Human Resources,Medical,Male,Human Resources,Divorced,No,4936,1169,63,23965,8,3,2,2,1,1,1,13,6,6,3,5,1,0,4,2,4,4
631,22,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,4775,1230,33,19146,1,4,2,2,2,2,6,22,4,2,1,2,2,2,2,4,4,1
632,44,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,2818,986,62,5044,8,4,4,4,1,1,2,24,10,2,2,3,2,0,2,1,4,3
633,42,No,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Single,Yes,2515,1271,35,9068,2,3,1,3,1,0,5,14,8,2,3,2,1,2,2,2,4,4
634,36,No,Travel_Rarely,Human Resources,Life Sciences,Male,Human Resources,Married,No,2342,1278,77,8635,8,4,3,2,1,0,0,21,6,3,3,5,4,0,3,1,1,3
635,25,No,Travel_Rarely,Sales,Other,Male,Sales Executive,Married,Yes,4194,141,98,14363,3,3,1,3,2,0,1,18,5,3,3,5,3,0,3,3,1,4
636,35,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Yes,10685,607,66,23457,9,4,3,2,3,1,1,20,17,2,3,17,14,5,15,4,3,2
638,32,No,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,2314,300,61,9148,1,3,3,3,1,1,0,12,4,2,3,3,0,0,2,4,4,2
639,25,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,4256,583,87,18154,4,3,1,2,2,0,1,12,5,1,4,5,2,0,3,3,1,1
640,49,No,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married,No,3580,1418,36,10554,1,3,3,3,1,1,2,16,7,2,3,4,2,0,2,3,1,2
641,24,No,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,3162,1269,46,10778,4,3,1,2,1,0,0,17,6,2,2,5,2,3,4,1,4,4
642,32,No,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,No,6524,379,48,8891,5,3,2,3,2,1,1,14,10,3,3,10,8,5,3,2,2,4
643,38,No,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married,No,2899,395,98,12102,9,3,3,2,1,1,0,19,3,3,3,2,2,1,2,2,2,4
644,42,No,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,Yes,5231,1265,95,23726,3,3,3,4,2,1,2,13,17,1,2,5,3,1,3,3,4,2
645,31,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,2356,1222,48,14871,11,3,4,3,1,1,3,19,8,2,3,6,4,0,2,4,4,2
647,53,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,11836,868,73,22789,8,3,3,3,4,1,5,14,28,3,3,2,0,2,2,1,4,3
648,35,No,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Married,No,10903,672,78,9129,25,3,3,2,3,0,3,16,16,2,3,13,10,4,8,4,2,1
649,37,No,Travel_Frequently,Sales,Medical,Female,Sales Representative,Married,No,2973,1231,54,21222,21,3,2,3,1,1,5,15,10,3,3,5,4,0,0,3,4,2
650,53,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Single,No,14275,102,72,20206,23,3,4,3,4,0,6,18,33,0,3,12,9,3,8,4,4,3
651,43,No,Travel_Frequently,Research & Development,Life Sciences,Female,Healthcare Representative,Married,No,5562,422,33,21782,1,3,3,3,2,1,4,13,12,2,2,5,2,2,2,4,4,2
652,47,No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,Yes,4537,249,35,17783,2,4,2,3,2,1,0,22,8,2,3,7,6,7,7,3,4,1
653,37,No,Non-Travel,Sales,Medical,Male,Sales Executive,Single,Yes,7642,1252,32,4814,19,3,2,3,3,0,1,13,10,2,3,10,0,0,9,1,2,4
654,50,No,Non-Travel,Research & Development,Life Sciences,Male,Manager,Divorced,No,17924,881,98,4544,2,3,4,3,4,1,1,11,31,3,3,31,6,14,7,1,1,4
655,39,No,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Married,No,5204,1383,42,7790,2,3,3,2,2,2,8,11,13,2,3,5,4,0,4,4,4,3
656,33,No,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Divorced,Yes,2277,1075,57,22650,3,3,2,3,1,1,3,11,7,4,4,4,3,0,3,4,2,3
658,29,No,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,No,2532,1086,62,6054,7,3,1,2,1,3,6,14,8,5,3,4,3,0,3,1,4,3
659,44,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,2559,661,61,7508,9,3,2,3,1,0,1,13,8,0,3,8,7,7,1,2,1,4
660,28,No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,No,4908,821,98,24252,5,3,4,3,2,0,1,14,4,3,3,4,2,0,2,1,4,2
662,43,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,No,4765,177,55,23814,8,4,3,3,2,1,4,21,4,2,4,1,0,0,0,1,2,3
665,36,No,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Yes,6586,1425,68,4821,14,3,1,3,2,1,0,17,17,2,2,16,8,4,11,3,4,1
666,47,No,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Single,Yes,3294,1454,65,13137,2,3,4,2,1,0,1,18,3,3,2,3,2,1,2,4,4,1
669,28,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced,No,2377,995,77,9834,9,3,3,3,1,1,5,18,6,2,3,2,2,2,2,3,3,2
671,27,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,2318,618,76,17808,4,3,3,3,1,0,1,19,1,2,3,1,1,0,0,2,3,3
672,34,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,2008,546,83,6896,10,3,3,3,1,2,1,14,1,3,3,1,0,1,0,2,2,2
673,42,No,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,No,6244,462,68,7824,14,3,2,2,2,0,7,17,10,6,3,5,4,0,3,3,3,1
674,33,No,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,Yes,2799,1198,100,3339,1,3,4,2,1,0,3,11,6,1,3,3,2,0,2,3,1,2
675,58,No,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Divorced,Yes,10552,1272,37,9255,5,3,3,2,3,1,2,13,24,3,3,6,0,0,4,3,2,4
676,31,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Married,No,2329,154,41,11737,7,3,4,2,1,0,3,15,13,2,4,7,7,5,2,2,3,2
677,35,No,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,Yes,4014,1137,51,19170,21,4,1,3,2,1,1,25,10,2,1,10,6,0,7,4,4,4
678,49,No,Travel_Rarely,Research & Development,Other,Female,Laboratory Technician,Married,No,7403,527,51,22477,8,3,2,3,3,1,4,11,29,3,2,26,9,1,7,1,2,3
679,48,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,No,2259,1469,51,5543,20,3,4,3,1,2,4,17,13,2,2,0,0,0,0,4,3,1
680,31,No,Non-Travel,Sales,Marketing,Female,Sales Executive,Married,No,6932,1188,45,24406,20,3,2,3,2,1,1,13,9,2,2,9,8,0,0,4,3,4
681,36,No,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,No,4678,188,65,23293,7,3,4,3,1,0,2,18,8,6,3,6,2,0,1,2,4,3
682,38,No,Travel_Rarely,Research & Development,Technical Degree,Female,Research Director,Married,No,13582,1333,80,16292,1,3,3,3,3,1,1,13,15,3,3,15,12,5,11,4,1,2
683,32,No,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Married,No,2332,1184,70,3974,1,4,3,2,1,0,6,20,5,3,3,3,0,0,2,3,2,3
685,40,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,9705,658,67,20652,10,3,4,2,3,1,2,12,11,2,2,1,0,0,0,1,2,2
686,26,No,Travel_Frequently,Sales,Medical,Male,Sales Executive,Single,No,4294,1283,52,11148,1,3,3,2,2,0,1,12,7,2,3,7,7,0,7,3,1,2
687,41,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,Yes,4721,263,59,3119,6,3,3,3,1,0,2,13,20,3,3,18,13,2,17,4,1,3
688,36,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,No,2519,938,79,12287,2,4,4,3,1,0,4,21,16,6,3,11,8,3,9,3,3,3
691,31,No,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,Yes,5855,616,41,17369,12,3,3,3,2,2,0,11,10,2,1,9,7,8,5,4,4,3
692,40,No,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Divorced,Yes,3617,1469,35,25063,9,3,4,3,1,1,8,14,3,2,3,1,1,0,0,4,2,4
693,32,No,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,No,6725,498,93,13554,3,3,4,3,2,1,1,12,8,2,4,8,7,6,3,3,1,3
695,33,No,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Single,No,6949,1069,42,12291,1,3,3,2,2,0,0,14,6,3,3,5,0,1,4,2,4,1
697,45,No,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,4447,805,57,23163,4,3,2,3,2,0,1,12,9,5,2,9,7,0,8,3,2,2
698,29,No,Travel_Frequently,Sales,Technical Degree,Female,Sales Representative,Married,No,2157,1404,84,18203,20,3,3,3,1,1,1,15,3,5,3,3,1,0,2,3,4,2
699,35,No,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,No,4601,1219,86,6179,18,3,3,3,2,0,1,16,5,3,3,5,2,1,0,3,3,2
700,52,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Married,No,17099,1053,70,13829,1,3,2,3,4,1,2,15,26,2,2,9,8,7,8,4,4,2
702,53,No,Travel_Rarely,Sales,Medical,Male,Manager,Divorced,No,14852,1376,45,13938,2,3,2,3,4,1,6,13,22,3,4,17,13,15,2,3,3,3
703,30,No,Travel_Rarely,Sales,Other,Male,Sales Executive,Divorced,No,7264,231,62,9977,8,3,2,3,3,1,5,11,10,2,4,8,4,7,7,3,3,1
704,38,No,Non-Travel,Sales,Technical Degree,Female,Sales Executive,Single,Yes,5666,152,85,19899,10,3,3,3,2,0,1,13,6,1,3,5,3,1,3,3,4,2
705,35,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,No,7823,882,92,6812,3,3,4,3,3,1,6,13,12,2,3,10,9,0,8,4,4,2
706,39,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,No,7880,903,41,2560,2,3,5,4,3,0,0,18,9,3,3,8,7,0,7,1,3,4
708,47,No,Travel_Frequently,Research & Development,Medical,Male,Manufacturing Director,Divorced,Yes,5067,1379,64,6759,16,3,4,4,2,0,1,19,20,3,4,19,10,2,7,3,3,3
709,36,No,Non-Travel,Sales,Technical Degree,Male,Sales Executive,Divorced,No,5079,1229,84,25952,8,3,4,3,2,2,4,13,12,3,3,7,7,0,7,1,4,4
711,33,No,Non-Travel,Sales,Life Sciences,Male,Manager,Single,No,17444,722,38,20489,17,3,3,3,4,0,1,11,10,2,3,10,8,6,0,4,3,4
713,33,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,3452,461,53,17241,13,3,1,3,1,0,3,18,5,4,3,3,2,0,2,2,4,1
714,45,No,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,No,2270,974,91,11005,1,3,4,3,1,2,3,14,8,2,3,5,3,0,2,4,4,4
715,50,No,Travel_Rarely,Research & Development,Medical,Male,Research Director,Divorced,No,17399,1126,66,6615,1,4,2,3,4,1,9,22,32,1,2,5,4,1,3,4,4,3
716,33,No,Travel_Frequently,Research & Development,Other,Female,Healthcare Representative,Married,Yes,5488,827,84,20161,1,3,4,4,2,1,1,13,6,2,3,6,5,1,2,3,2,1
717,41,No,Travel_Frequently,Research & Development,Medical,Male,Research Director,Divorced,No,19419,840,64,3735,9,3,3,3,5,1,2,17,21,2,4,18,16,0,11,1,3,2
718,27,No,Travel_Rarely,Research & Development,Technical Degree,Female,Laboratory Technician,Married,No,2811,1134,37,12086,16,3,4,3,1,1,9,14,4,2,3,2,2,2,2,3,2,2
719,45,No,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,3633,248,42,14039,23,3,2,3,2,1,1,15,9,2,3,9,8,0,8,4,1,3
720,47,No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,Yes,4163,955,83,8571,4,3,2,3,2,0,1,17,9,0,3,9,0,0,7,4,4,3
722,50,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,Yes,13973,939,95,4161,24,3,3,3,4,1,3,18,22,2,3,12,11,1,5,4,3,4
723,38,No,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Married,No,2684,1391,66,12127,10,3,1,3,1,1,0,17,3,0,2,2,1,0,2,3,3,2
724,46,No,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Divorced,No,10845,566,75,24208,7,3,2,3,3,1,6,13,13,3,3,8,7,0,7,4,3,2
725,24,No,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,No,4377,1206,41,24117,17,3,1,2,2,2,1,15,5,6,3,4,2,3,2,4,3,2
727,31,No,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,4148,853,96,11275,1,3,1,3,2,1,1,12,4,1,3,4,3,0,3,3,1,3
728,18,No,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Single,No,1051,287,73,13493,5,3,2,3,1,0,1,15,0,2,3,0,0,0,0,2,4,4
729,54,No,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Married,No,10739,1441,56,13943,17,3,3,3,3,1,8,11,22,2,3,10,7,0,8,3,3,3
730,35,No,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Divorced,Yes,10388,583,57,6975,25,3,4,3,3,1,1,11,16,3,2,16,10,10,1,3,3,3
